Full Name,ID Number,Manager ID,Gender,Birthday,Role,Full time/Part time/Contract,Country,Department,Grade,Current Salary,Current Bonus,Pension,Email Address,NI or Tax number,Other Unique Identifier,Ethnicity,FTE,Start Date,Leave Date,Current Employee,Area,How recruited,Relocation costs,Recruitment cost,Reason for leaving,Cost of termination,Ccy,Healthcare costs,Other benefits,Expenses,Share based payments,Performance Ranking,Engagement index,Absence Days,Absence Type,Bradford Index,Training Cost,Training Day,Successor,Total payroll cost,Total benefits,Payroll taxes,Total annual compensation,Monthly cost Including payroll taxes,Age,Tenure Years,Years to retirement,Sales targets,Span of Control,Absence detail,Team Engagement,Customer Satisfaction,Team Performance,Personal Performance,Role Start Date,Prior period performance ranking,Absence Instances
Brian Edwards,747,1222,male,04/06/1951,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,44286,3214,886,Brian.Edwards@realco.com,EJ186332A,,,1,02/07/2011,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,3.9,5.91,8,,128,,,,47501,2386,6603,56489,5457,41.82,1.3,23.18,node.links.from.budget,0,,NaN,,,,02/07/2011,4.875,4
Isabel Middleton,1097,1222,female,29/08/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,31760,0,635,Isabel.Middleton@realco.com,BA56081H,,,1,10/09/2010,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,7.3,6.09,6,,54,,,,31760,1385,4415,37559,3880,26.93,2.11,38.07,node.links.from.budget,0,,NaN,,,,13/07/2012,8.842,3
Andrew Singh,121,103,male,21/11/1984,Project Manager,Full time,UK,Ops Programme Delivery,5,66139,5570,3307,Andrew.Singh@realco.com,CH929948I,,,1,28/09/2010,,Y,Manchester,Agency,,8700,,,GBP,2000,500,18000,0,3.8,6.57,8,,288,,,No,71709,5807,9968,87483,8790,58.22,2.06,6.78,node.links.from.budget,5,,6.464,5.5,3,,27/06/2012,3.8,6
Abigail Brookes,621,121,female,27/01/1988,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,43139,3023,863,Abigail.Brookes@realco.com,ID89899E,,,1,29/08/2008,,Y,Manchester,Agency,,9750,,,GBP,1500,0,9876.68,0,2.7,6.45,8,,128,,,,46162,2363,6417,54942,5402,44.33,4.14,20.67,node.links.from.budget,0,,NaN,,,,10/01/2011,2.7,4
Spencer Morrison,796,121,male,06/02/1954,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,29624,0,592,Spencer.Morrison@realco.com,HD253240A,,,1,01/07/2009,,Y,Manchester,Internal,,0,,,GBP,750,0,9000,0,3.2,5.48,9,,144,,,No,29624,1342,4118,35084,3674,26.65,3.3,38.35,node.links.from.budget,10,,6.6,6.5,6,,10/01/2011,2.4,4
Joseph Gibson,146,796,male,30/09/1960,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,54185,4864,1084,Joseph.Gibson@realco.com,FH596515F,,,1,31/03/2010,,Y,Manchester,Agency,,5250,,,GBP,1500,0,9000,0,8.5,6.76,3,,3,,,,59049,2584,8208,69841,6570,41.08,2.55,23.93,node.links.from.budget,0,,NaN,,,,31/01/2011,8.5,1
Lucas Nicholson,246,796,male,06/05/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,51994,4266,1040,Lucas.Nicholson@realco.com,EA38995B,,,1,13/11/2011,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,6.5,6.21,0,Sickness,-,,,,56259,2540,7820,66619,6302,48.22,0.93,16.78,node.links.from.budget,0,Upper limb,NaN,,,,13/11/2011,5.695,0
Brian Hanson,271,796,male,01/02/1988,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,29997,0,600,Brian.Hanson@realco.com,CE612405J,,,1,07/09/2007,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,4.4,6.2,8,,288,,,,29997,1350,4170,35516,3710,22.31,5.12,42.7,node.links.from.budget,0,,NaN,,,,10/01/2011,5.5,6
Michelle Salinas,296,796,female,26/03/1964,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28868,0,577,Michelle.Salinas@realco.com,BI543363H,,,1,03/05/2010,,Y,Manchester,Agency,,7200,,,GBP,750,0,9000,0,8,6.65,5,Sickness,20,,,,28868,1327,4013,34209,3601,23.04,2.46,41.96,node.links.from.budget,0,Back pain,NaN,,,,30/10/2012,6,2
Paula Kitts,421,796,female,31/08/1951,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,29509,0,590,Paula.Kitts@realco.com,DB803812I,,,1,25/06/2012,,Y,Manchester,Internal,0,0,,,GBP,750,0,9000,0,9,6.97,4,,16,,,,29509,1340,4102,34951,3663,28.01,0.32,37,node.links.from.budget,0,,NaN,,,,25/06/2012,6.75,2
Shannon Brennan,746,796,female,17/07/1988,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,44051,3175,881,Shannon.Brennan@realco.com,FD324814G,,,1,16/10/2008,01/10/2010,N,Manchester,Advert,,500,Redundancy,6000,GBP,1000,0,9000,0,4.5,5.7,6,,54,,,,47227,1881,6565,55672,5389,35.93,1.96,29.07,node.links.from.budget,0,,NaN,,,,25/01/2011,4.5,3
Luca Wells,771,796,male,18/04/1956,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,54835,4645,1097,Luca.Wells@realco.com,HA581930F,,,1,26/08/2012,01/09/2012,N,Manchester,Advert,,500,Failed Probation,,GBP,2000,0,9000,0,6.9,7.36,8,,128,,,,59479,3097,8268,70844,6654,52.11,0.02,12.9,node.links.from.budget,0,,NaN,,,,03/01/2013,6.9,4
David Callahan,821,796,male,25/03/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,59721,5296,1194,David.Callahan@realco.com,GB881570D,,,1,20/12/2006,,Y,Manchester,Agency,,10350,,,GBP,2000,0,9000,0,9.9,7.17,0,,-,,,,65017,3194,9037,77249,7187,55.27,5.83,9.73,node.links.from.budget,0,,NaN,,,,10/01/2011,7.425,0
Leta Haynie,846,796,female,22/09/1951,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25720,0,514,Leta.Haynie@realco.com,HG123099E,,,1,15/08/2009,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,5.2,6.21,8,,288,,,,25720,1514,3575,30810,3317,34.18,3.18,30.82,node.links.from.budget,0,,NaN,,,,10/01/2011,4.68,6
Noah Lynch,871,796,male,18/02/1964,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27261,0,545,Noah.Lynch@realco.com,FB479389A,,,1,05/12/2009,,Y,Manchester,Agency,,10350,,,GBP,750,0,9000,0,6,6.77,0,,-,,,,27261,1295,3789,32345,3445,26.06,2.87,38.94,node.links.from.budget,0,,NaN,,,,18/02/2011,7.5,0
Rebecca Law,896,121,female,23/08/1985,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28584,0,572,Rebecca.Law@realco.com,EC88513E,,,1,29/12/2009,,Y,Manchester,Internal,0,0,,,GBP,500,0,9000,0,2.7,6.85,9,,225,,,Yes,28584,1072,3973,33629,3552,18.65,2.81,46.35,node.links.from.budget,10,,6.278,4.9,4,,10/01/2011,2.025,5
Alex Cross,171,896,male,16/10/1953,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,64906,5987,1298,Alex.Cross@realco.com,DH226386G,,,1,06/11/2011,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,3.7,5.52,9,Sickness,324,,,,70894,3298,9854,84046,7754,56.19,0.95,8.81,node.links.from.budget,0,Injury,NaN,,,,06/11/2011,4.625,6
Charlie Metcalfe,321,896,male,05/10/1988,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27753,0,555,Charlie.Metcalfe@realco.com,EA669708F,,,1,13/04/2011,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,1.6,6.4,7,,28,,,,27753,1555,3858,33166,3514,30.84,1.52,34.16,node.links.from.budget,0,,NaN,,,,13/04/2011,2,2
Bessie Corona,346,896,female,21/03/1962,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,32886,0,658,Bessie.Corona@realco.com,GF526375J,,,1,15/12/2008,,Y,Manchester,Advert,,500,,,GBP,750,0,10411.24,0,1.7,6.82,7,,112,,,,32886,1408,4571,38865,4106,28.82,3.84,36.19,node.links.from.budget,0,,NaN,,,,18/06/2012,2,4
Derrick Fowler,371,896,male,14/08/1952,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,62069,5609,1241,Derrick.Fowler@realco.com,CF595990H,,,1,30/04/2007,,Y,Manchester,Agency,,7950,,,GBP,2000,0,9000,0,2.7,5.83,7,,63,,,,67678,3241,9407,80327,7444,58.73,5.47,6.27,node.links.from.budget,0,,NaN,,,,10/01/2011,2.7,3
Arnold Berg,646,896,male,31/12/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,29983,0,600,Arnold.Berg@realco.com,DD873941C,,,1,22/10/2008,,Y,Manchester,Internal,0,0,,,GBP,1000,0,11856.08,0,2.3,6.7,10,,250,,,,29983,1600,4168,35750,3967,31.6,3.99,33.4,node.links.from.budget,0,,NaN,,,,05/02/2012,2.875,5
John Hall,671,896,male,09/12/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25962,0,519,John.Hall@realco.com,EF629897C,,,1,03/11/2010,,Y,Manchester,Advert,,500,,,GBP,500,0,11713.81,0,5.1,6.94,5,,5,,,,25962,1019,3609,30590,3525,18.2,1.96,46.81,node.links.from.budget,0,,NaN,,,,24/09/2012,5.1,1
Robert Armes,696,896,male,29/04/1959,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,46722,3620,934,Robert.Armes@realco.com,HB858159A,,,1,19/10/2008,,Y,Manchester,Agency,,8550,,,GBP,1500,0,9000,0,2.6,6.2,8,,72,,,,50342,2434,6998,59774,5731,42.21,4,22.79,node.links.from.budget,0,,NaN,,,,10/01/2011,3.25,3
Tia Matthews,721,896,female,18/06/1955,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,60718,5359,1822,Tia.Matthews@realco.com,CA245716H,,,1,13/07/2010,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,3.4,6.58,5,,5,,,,66077,4322,9185,79583,7382,61.8,2.27,3.2,node.links.from.budget,0,,NaN,,,,20/12/2012,4.25,1
James Buchholz,921,896,male,23/08/1985,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,62414,5655,1248,James.Buchholz@realco.com,HE832094A,,,1,09/01/2008,25/07/2012,N,Manchester,Advert,,500,Performance,,GBP,1500,0,9000,0,1.3,6.24,9,,144,,,,68069,2748,9462,80279,7440,45.3,4.55,19.7,node.links.from.budget,0,,NaN,,,,10/01/2011,2,4
William Schuelke,946,896,male,17/10/1957,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,31587,0,632,William.Schuelke@realco.com,AD612062A,,,1,28/04/2011,,Y,Manchester,Agency,,9450,,,GBP,500,0,11784.18,0,3.4,5.55,8,,200,,,,31587,1132,4391,37110,4074,19.92,1.48,45.08,node.links.from.budget,0,,NaN,,,,28/04/2011,2.55,5
Millie Mann,971,121,female,09/05/1959,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,64210,7105,1926,Millie.Mann@realco.com,ED751640G,,,1,24/03/2008,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,9.6,7.1,0,,-,,,No,71314,4426,9913,85653,7888,64.24,4.57,0.76,node.links.from.budget,9,,6.432222222,7.1,7,,10/01/2011,7.2,0
Connie Lafon,196,971,female,15/12/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,31437,0,629,Connie.Lafon@realco.com,CH243665A,,,1,05/07/2011,,Y,Manchester,Agency,,4800,,,GBP,750,0,9000,0,4.8,5.56,9,,324,,,,31437,1379,4370,37186,3849,23.82,1.29,41.18,node.links.from.budget,0,,NaN,,,,05/07/2011,4.8,6
Tomas Moore,221,971,male,22/01/1986,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,50607,4081,1012,Tomas.Moore@realco.com,HC829394E,,,1,11/03/2011,,Y,Manchester,Agency,,7500,,,GBP,2000,0,10305.93,0,6.1,7.39,7,,112,,,,54688,3012,7602,65302,6301,51.81,1.61,13.19,node.links.from.budget,0,,NaN,,,,11/03/2011,6.1,4
Raymond Hart,396,971,male,24/02/1963,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25614,0,512,Raymond.Hart@realco.com,FF838962B,,,1,08/08/2010,06/05/2011,N,Manchester,Advert,,500,Career Development,,GBP,500,0,9000,0,3.7,6.32,9,Sickness,225,,,,25614,1012,3560,30186,3266,18.75,0.74,46.26,node.links.from.budget,0,Other,NaN,,,,13/04/2012,4.07,5
Haley Waldrop,546,971,female,01/01/1984,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,51434,4406,1029,Haley.Waldrop@realco.com,AB863880D,,,1,03/01/2007,,Y,Manchester,Agency,,8700,,,GBP,1000,0,9000,0,5.6,6.19,5,,20,,,,55839,2029,7762,65630,6219,38.13,5.79,26.87,node.links.from.budget,0,,NaN,,,,10/01/2011,5.6,2
Callum Goodwin,571,971,male,28/02/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,57405,4987,1148,Callum.Goodwin@realco.com,EF281431H,,,1,10/08/2012,,Y,Manchester,Agency,,8100,,,GBP,2000,0,9000,0,6.2,6.03,8,,128,,,,62393,3148,8673,74213,6934,52.9,0.19,12.1,node.links.from.budget,0,,NaN,,,,10/08/2012,4.65,4
Christine Mayberry,596,971,female,17/07/1958,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,63757,6878,1913,Christine.Mayberry@realco.com,BI648765C,,,1,16/02/2011,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,5.6,6.66,3,,3,,,,70635,4413,9818,84866,7822,65.42,1.67,-0.41,node.links.from.budget,0,,NaN,,,,16/02/2011,4.2,1
Ellie Cameron,996,971,female,06/11/1963,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,31503,0,630,Ellie.Cameron@realco.com,IE81555D,,,1,21/01/2009,,Y,Manchester,Agency,,9150,,,GBP,750,0,9000,0,8.2,6.63,0,,-,,,,31503,1380,4379,37262,3855,27.71,3.74,37.29,node.links.from.budget,0,,NaN,,,,01/05/2011,10,0
Clayton Price,1021,971,male,15/01/1953,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,57948,5060,1159,Clayton.Price@realco.com,BA760161A,,,1,15/08/2010,,Y,Manchester,Internal,0,0,,,GBP,2000,0,9000,0,6.5,6.03,8,,200,,,,63008,3159,8758,74925,6994,59.06,2.18,5.94,node.links.from.budget,0,,NaN,,,,07/02/2011,6.5,5
Lydia Miller,1046,971,female,13/10/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,51355,4181,1027,Lydia.Miller@realco.com,AJ565924C,,,1,15/03/2011,,Y,Manchester,Agency,,10200,,,GBP,1500,0,9000,0,7.8,7.08,0,,-,,,,55535,2527,7719,65782,6232,49.99,1.6,15.02,node.links.from.budget,0,,NaN,,,,15/03/2011,7.8,0
Brent Kunze,1071,121,male,01/07/1983,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,68550,9275,2056,Brent.Kunze@realco.com,AF595878D,,,1,25/01/2012,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,5.5,6.44,8,,200,,,No,77825,4556,10818,93199,8517,64.36,0.73,0.64,node.links.from.budget,10,,6.395,6.3,4,,25/01/2012,5.5,5
Chester Sill,446,1071,male,08/04/1984,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,48420,3903,968,Chester.Sill@realco.com,HA129908A,,,1,07/09/2009,,Y,Manchester,Agency,,7650,,,GBP,1000,0,9000,0,4.4,6.6,8,Sickness,72,,,,52323,1968,7273,61564,5880,36.64,3.12,28.36,node.links.from.budget,0,Back pain,NaN,,,,10/01/2011,4.4,3
Jason Sigmon,471,1071,male,14/02/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,53551,4473,1071,Jason.Sigmon@realco.com,GI99795I,,,1,13/05/2012,,Y,Manchester,Internal,,0,,,GBP,1500,0,9000,0,8.9,6.33,5,,20,,,,58024,2571,8065,68661,6472,49.63,0.43,15.37,node.links.from.budget,0,,NaN,,,,13/05/2012,6.675,2
Muriel Gaston,496,1071,female,07/08/1961,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25530,0,511,Muriel.Gaston@realco.com,IC747809G,,,1,23/07/2012,,Y,Manchester,Advert,,500,,,GBP,750,0,9010.06,0,3,6.35,6,Sickness,6,,,,25530,1261,3549,30340,3279,21.21,0.24,43.8,node.links.from.budget,0,Upper limb,NaN,,,,23/07/2012,3.484,1
Samuel Burns,521,1071,male,28/01/1984,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,40881,2647,818,Samuel.Burns@realco.com,IH749783A,,,1,10/03/2011,,Y,Manchester,Agency,,7950,,,GBP,1500,0,11257.51,0,7.8,6.51,0,,-,,,,43528,2318,6050,51896,5263,41.12,1.61,23.88,node.links.from.budget,0,,NaN,,,,10/03/2011,5.85,0
Kay Brennan,1096,1071,female,10/02/1989,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25457,0,509,Kay.Brennan@realco.com,GE536898F,,,1,04/10/2009,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,6,6.73,5,,45,,,,25457,1259,3539,30255,3271,25.12,3.04,39.88,node.links.from.budget,0,,NaN,,,,10/01/2011,4.5,3
Anthony Morgan,1121,1071,male,15/03/1962,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,48460,3910,969,Anthony.Morgan@realco.com,CA224634H,,,1,05/06/2007,,Y,Manchester,Advert,,500,,,GBP,1500,0,10587.2,0,9,7.01,0,Sickness,-,,,,52370,2469,7279,62119,6059,40.07,5.38,24.93,node.links.from.budget,0,Back pain,NaN,,,,10/01/2011,10,0
Ethelyn Donovan,1146,1071,female,03/01/1985,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,26290,0,526,Ethelyn.Donovan@realco.com,DD733751G,,,1,17/02/2007,,Y,Manchester,Agency,,10050,,,GBP,750,0,11501.8,0,7.3,5.75,9,,225,,,,26290,1276,3654,31220,3560,27.95,5.67,37.05,node.links.from.budget,0,,NaN,,,,10/01/2011,5.475,5
Keira Foster,1171,1071,female,11/01/1955,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,58251,5100,1165,Keira.Foster@realco.com,DE715878A,,,1,06/12/2010,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,6.8,6.29,6,Sickness,54,,,,63351,3165,8806,75322,7027,59.48,1.87,5.52,node.links.from.budget,0,Back pain,NaN,,,,11/05/2012,5.1,3
Mohammed Blake,1196,1071,male,08/07/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27598,0,552,Mohammed.Blake@realco.com,HF207347E,,,1,18/06/2011,,Y,Manchester,Agency,,10050,,,GBP,750,0,9000,0,7.3,6.87,0,,-,,,,27598,1302,3836,32737,3478,22.48,1.34,42.52,node.links.from.budget,0,,NaN,,,,18/06/2011,7.3,0
Richard Martin,1221,1071,male,05/02/1958,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,43540,3090,871,Richard.Martin@realco.com,GI516976I,,,1,25/12/2006,,Y,Manchester,Advert,,500,,,GBP,1500,0,10368.26,0,5.3,5.51,10,Sickness,360,,,,46630,2371,6482,55482,5488,40.91,5.82,24.09,node.links.from.budget,0,Back pain,NaN,,,,10/01/2011,5.3,6
Ruby Joyce,130,103,female,04/01/1957,Project Manager,Full time,UK,IT Programme Delivery,5,27500,27500,1375,Ruby.Joyce@realco.com,FI734001F,,,1,20/01/2008,,Y,Manchester,Internal,,0,,,GBP,500,500,20717.58,0,3.4,5.78,5,Sickness,20,,,,55000,2375,7645,65020,7145,19.17,4.75,45.83,node.links.from.budget,15,Other,6.516,,,,10/01/2011,2.55,2
Jackie Thompson,705,130,female,16/02/1985,Delivery Grade 3,Full time,UK,IT Programme Delivery,4,54062,4542,1081,Jerry.Thompson@realco.com,JB23251A,,,1,30/07/2009,,Y,Manchester,Agency,,7950,,,GBP,2000,0,9000,0,2.1,6.33,11,,704,,,,58604,3081,8146,69831,6569,57.25,3.22,7.75,node.links.from.budget,0,,NaN,,,,29/06/2012,2.625,8
Matilda Jenson,730,130,female,20/06/1959,Delivery Grade 3,Full time,UK,IT Programme Delivery,4,55949,4793,1119,Matthew.Hines@realco.com,IA526258C,,,1,27/02/2009,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,2.5,6.03,5,,5,,,,60742,2619,8443,71804,6734,46.1,3.64,18.9,node.links.from.budget,0,,NaN,,,,10/01/2011,3.125,1
Barbara Baltz,780,130,female,28/07/1985,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,25712,0,514,Barbara.Baltz@realco.com,EC896933F,,,1,24/04/2012,,Y,Manchester,Agency,,9450,,,GBP,1000,0,9216.04,0,9.5,7.17,3,,3,,,,25712,1514,3574,30800,3335,34.1,0.48,30.9,node.links.from.budget,4,,6.64,,,,24/04/2012,9.5,1
Alice Hoang,155,780,female,24/02/1956,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,34150,0,683,Albert.Hoang@realco.com,GF119765G,,,1,23/09/2006,,Y,Manchester,Agency,,4500,,,GBP,750,0,9826.03,0,7.8,7.27,5,,20,,,,34150,1433,4747,40330,4180,25.71,6.07,39.29,node.links.from.budget,0,,NaN,,,,10/01/2011,5.85,2
Cerys Horton,255,780,female,30/05/1954,Delivery Grade 2,Full time,UK,IT Programme Delivery,3,53890,4815,1078,Cerys.Horton@realco.com,IF559484J,,,1,12/02/2007,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,5.6,6.46,9,,324,,,,58705,2578,8160,69443,6537,43.03,5.68,21.98,node.links.from.budget,0,,NaN,,,,10/01/2011,7,6
Eleanor Phillips,430,780,female,02/07/1984,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,33715,0,674,Eleanor.Phillips@realco.com,GJ225953B,,,1,23/08/2011,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,5,6.72,6,,54,,,,33715,1424,4686,39825,4069,22.69,1.16,42.31,node.links.from.budget,0,,NaN,,,,23/08/2011,3.75,3
Wilma Washington,755,780,female,06/11/1988,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,26855,0,537,Walter.Washington@realco.com,HA331566C,,,1,01/01/2007,,Y,Manchester,Agency,,9450,,,GBP,1000,0,9000,0,5.8,6.11,6,Sickness,54,,,,26855,1537,3733,32125,3427,32.26,5.8,32.75,node.links.from.budget,0,Back pain,NaN,,,,10/01/2011,4.35,3
Ella Gibson,805,130,female,01/05/1985,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,33342,0,667,Ella.Gibson@realco.com,CC439517I,,,1,06/12/2007,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,6.5,6.52,8,,200,,,Yes,33342,1417,4634,39393,4033,28.74,4.87,36.27,node.links.from.budget,5,,6.932,6,3,,01/03/2011,6.5,5
Tegan Alexander,180,805,female,15/10/1958,Delivery Grade 4,Full time,UK,IT Programme Delivery,5,60375,5188,1811,Tegan.Alexander@realco.com,CB706553I,,,1,24/05/2009,,Y,Manchester,Advert,,500,,,GBP,2500,0,9494.55,0,7.1,7.19,7,,112,,,,65563,4311,9113,78987,7373,65.63,3.41,-0.62,node.links.from.budget,0,,NaN,,,,10/01/2011,8.875,4
Lisa Glover,230,805,female,17/02/1984,Delivery Grade 3,Full time,UK,IT Programme Delivery,4,62804,5707,1256,Lisa.Glover@realco.com,EE588991E,,,1,27/09/2010,,Y,Manchester,Internal,0,0,,,GBP,2000,0,9000,0,5.3,6.13,5,,20,,,,68511,3256,9523,81290,7524,57.57,2.06,7.43,node.links.from.budget,0,,NaN,,,,16/08/2012,5.3,2
Laura Watts,455,805,female,23/10/1984,Delivery Grade 4,Full time,UK,IT Programme Delivery,5,68484,9242,2055,Laura.Watts@realco.com,BB680366F,,,1,05/04/2009,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,6.5,7.5,0,Sickness,-,,,,77726,4555,10804,93084,8507,60.23,3.54,4.77,node.links.from.budget,0,Back pain,NaN,,,,03/10/2011,6.5,0
Nick Hillyard,680,805,male,25/03/1961,Delivery Grade 4,Full time,UK,IT Programme Delivery,5,60536,5268,1816,Nick.Hillyard@realco.com,HE495842F,,,1,05/07/2007,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,5,6.43,8,,128,,,,65803,4316,9147,79266,7356,65.59,5.29,-0.59,node.links.from.budget,0,,NaN,,,,10/01/2011,4.072,4
Sheryl Martinez,829,805,female,21/03/1950,Delivery Grade 4,Full time,UK,IT Programme Delivery,5,66813,8406,2004,Sheryl.Martinez@realco.com,AA876553G,,,1,18/04/2010,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,7,7.41,0,,-,,,,75219,4504,10455,90179,8265,64.63,2.5,0.38,node.links.from.budget,0,,NaN,,,,10/01/2011,7,0
Bearta  Johhanson,830,130,female,09/05/1949,Delivery Grade 4,Full time,UK,IT Programme Delivery,5,60710,5355,1821,Billy.Johnston@realco.com,AH895451E,,,1,28/07/2007,26/06/2008,N,Manchester,Internal,0,0,Career Development,,GBP,2500,0,9000,0,5.2,6.42,9,,225,,,,66066,4321,9183,79570,7381,60.99,0.92,4.01,node.links.from.budget,5,,6.528,,,,10/02/2012,6.5,5
Lottie Daniels,280,830,female,06/07/1988,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,26877,0,538,Leo.Daniels@realco.com,AB524007C,,,1,10/09/2007,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,7.1,6.62,0,,-,,,,26877,1538,3736,32151,3429,30.24,5.11,34.77,node.links.from.budget,0,,NaN,,,,10/01/2011,8.875,0
Lottie Taylor,429,830,female,02/01/1959,Delivery Grade 3,Full time,UK,IT Programme Delivery,5,51088,4145,1022,Lottie.Taylor@realco.com,AG433287E,,,1,04/09/2012,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,4.9,5.89,9,,225,,,,55233,3522,7677,66433,6286,61.46,0.12,3.54,node.links.from.budget,0,,NaN,,,,04/09/2012,3.675,5
Serena Alexander,480,830,female,29/01/1986,Delivery Grade 3,Full time,UK,IT Programme Delivery,4,63372,5783,1267,Sean.Alexander@realco.com,CD773581G,,,1,22/11/2008,11/07/2009,N,Manchester,Advert,,500,Career Development,,GBP,2000,0,9000,0,6.6,6.48,0,,-,,,,69155,3267,9612,82034,7586,59.67,0.63,5.33,node.links.from.budget,0,,NaN,,,,23/05/2012,6.6,0
Cerys Clarke,555,830,female,03/06/1985,Delivery Grade 2,Full time,UK,IT Programme Delivery,3,45474,3412,909,Cerys.Clarke@realco.com,HH341056D,,,1,24/11/2007,,Y,Manchester,Advert,,500,,,GBP,1000,0,11775.72,0,5.7,6.69,6,,96,,,,48887,1909,6795,57592,5781,39.15,4.9,25.85,node.links.from.budget,0,,NaN,,,,10/01/2011,5.7,4
Sylvia Smith,655,830,female,28/01/1986,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,33878,0,678,Steven.Smith@realco.com,BE135879G,,,1,21/07/2012,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,6.9,6.96,0,,-,,,,33878,1428,4709,40015,4085,23.69,0.24,41.31,node.links.from.budget,0,,NaN,,,,21/07/2012,8.625,0
Mia Arnold,855,130,female,07/07/1984,Delivery Grade 1,Full time,UK,IT Programme Delivery,2,25408,0,508,Mia.Arnold@realco.com,HF779578C,,,1,04/11/2011,,Y,Manchester,Agency,,10350,,,GBP,750,0,11037.26,0,1.5,5.21,8,,72,,,,25408,1258,3532,30198,3436,22.85,0.96,42.15,node.links.from.budget,3,,6.536666667,,,,04/11/2011,2,3
